all,wc,polarity,pos.words,neg.words,text.var
all,12,0.28867513,right,-,"""That's all right,"" said the Stork, who was flying along beside them."
all,15,0,like,trouble,"""I always like to help anyone in trouble.  But I must go now, for my"
all,14,0,-,-,babies are waiting in the nest for me.  I hope you will find the
all,8,0,-,-,"Emerald City and that Oz will help you."""
all,0,NaN,-,-,
all,13,0.2773501,thank,-,"""Thank you,"" replied Dorothy, and then the kind Stork flew into the air"
all,6,0,-,-,and was soon out of sight.
all,0,NaN,-,-,
all,11,0,-,-,They walked along listening to the singing of the brightly colored
all,13,0.2773501,lovely,-,birds and looking at the lovely flowers which now became so thick that
all,13,0,-,-,the ground was carpeted with them.  There were big yellow and white and
all,10,0.31622777,great,-,"blue and purple blossoms, besides great clusters of scarlet poppies,"
all,11,0.60302269,"brilliant, dazzled",-,which were so brilliant in color they almost dazzled Dorothy's eyes.
all,0,NaN,-,-,
all,12,-0.28867513,beautiful,-,"""Aren't they beautiful?"" the girl asked, as she breathed in the spicy"
all,5,0.4472136,bright,-,scent of the bright flowers.
all,0,NaN,-,-,
all,12,0,-,-,"""I suppose so,"" answered the Scarecrow.  ""When I have brains, I shall"
all,4,1,"like, better",-,"probably like them better."""
all,0,NaN,-,-,
all,14,0.26726124,love,-,"""If I only had a heart, I should love them,"" added the Tin Woodman."
all,0,NaN,-,-,
all,12,0,like,helpless,"""I always did like flowers,"" said the Lion.  ""They seem so helpless"
all,13,0,bright,frail,"and frail.  But there are none in the forest so bright as these."""
all,0,NaN,-,-,
all,14,0,-,-,"They now came upon more and more of the big scarlet poppies, and fewer"
all,13,0,-,-,and fewer of the other flowers; and soon they found themselves in the
all,14,0.53452248,"great, well known",-,midst of a great meadow of poppies.  Now it is well known that when
all,13,0,powerful,odor,there are many of these flowers together their odor is so powerful that
all,13,-0.2773501,-,falls,"anyone who breathes it falls asleep, and if the sleeper is not carried"
all,14,0,-,-,"away from the scent of the flowers, he sleeps on and on forever.  But"
all,14,0.26726124,bright,-,"Dorothy did not know this, nor could she get away from the bright red"
all,11,0,-,-,flowers that were everywhere about; so presently her eyes grew heavy
all,12,0,-,-,and she felt she must sit down to rest and to sleep.
all,0,NaN,-,-,
all,10,0,-,-,But the Tin Woodman would not let her do this.
all,0,NaN,-,-,
all,14,-0.26726124,-,dark,"""We must hurry and get back to the road of yellow brick before dark,"""
all,13,0,-,-,he said; and the Scarecrow agreed with him.  So they kept walking until
all,13,-0.2773501,-,spite,Dorothy could stand no longer.  Her eyes closed in spite of herself and
all,12,0,fast,fell,"she forgot where she was and fell among the poppies, fast asleep."
all,0,NaN,-,-,
all,8,0,-,-,"""What shall we do?"" asked the Tin Woodman."
all,0,NaN,-,-,
all,15,-0.51639778,-,"die, smell","""If we leave her here she will die,"" said the Lion.  ""The smell of the"
all,13,-0.5547002,-,"killing, scarcely","flowers is killing us all.  I myself can scarcely keep my eyes open,"
all,6,0,-,-,"and the dog is asleep already."""
all,0,NaN,-,-,
all,13,-0.5547002,-,"fallen, mistress",It was true; Toto had fallen down beside his little mistress.  But the
all,12,0,-,-,"Scarecrow and the Tin Woodman, not being made of flesh, were not"
all,7,-0.37796447,-,troubled,troubled by the scent of the flowers.
all,0,NaN,-,-,
all,14,0,fast,deadly,"""Run fast,"" said the Scarecrow to the Lion, ""and get out of this deadly"
all,15,0,-,-,"flower bed as soon as you can.  We will bring the little girl with us,"
all,13,-0.2773501,-,fall,"but if you should fall asleep you are too big to be carried."""
all,0,NaN,-,-,
all,14,0.26726124,fast,-,So the Lion aroused himself and bounded forward as fast as he could go.
all,8,0,-,-,In a moment he was out of sight.
all,0,NaN,-,-,
all,14,0,-,-,"""Let us make a chair with our hands and carry her,"" said the Scarecrow."
all,15,0,-,-,"So they picked up Toto and put the dog in Dorothy's lap, and then they"
all,15,0,-,-,made a chair with their hands for the seat and their arms for the arms
all,10,0,-,-,and carried the sleeping girl between them through the flowers.
all,0,NaN,-,-,
all,14,-0.21380899,great,deadly,"On and on they walked, and it seemed that the great carpet of deadly"
all,11,0,-,-,flowers that surrounded them would never end.  They followed the bend
all,14,0,fast,lying,"of the river, and at last came upon their friend the Lion, lying fast"
all,13,0.2773501,strong,-,asleep among the poppies.  The flowers had been too strong for the huge
all,14,-0.05345225,-,fallen,"beast and he had given up at last, and fallen only a short distance"
all,13,0.2773501,sweet,-,"from the end of the poppy bed, where the sweet grass spread in"
all,5,0.4472136,beautiful,-,beautiful green fields before them.
all,0,NaN,-,-,
all,14,-0.26726124,-,sadly,"""We can do nothing for him,"" said the Tin Woodman, sadly; ""for he is"
all,14,0,-,-,"much too heavy to lift.  We must leave him here to sleep on forever,"
all,12,0.28867513,courage,-,"and perhaps he will dream that he has found courage at last."""
all,0,NaN,-,-,
all,13,0.22188008,good,sorry,"""I'm sorry,"" said the Scarecrow.  ""The Lion was a very good comrade for"
all,8,-0.35355339,-,cowardly,"one so cowardly.  But let us go on."""
all,0,NaN,-,-,
all,13,0.2773501,pretty,-,"They carried the sleeping girl to a pretty spot beside the river, far"
all,13,0.2773501,enough,-,enough from the poppy field to prevent her breathing any more of the
all,14,0,soft,poison,"poison of the flowers, and here they laid her gently on the soft grass"
all,9,0.66666667,"fresh, breeze",-,and waited for the fresh breeze to waken her.
all,0,NaN,-,-,
all,0,NaN,-,-,
all,0,NaN,-,-,
all,0,NaN,-,-,
all,6,0,-,-,9.  The Queen of the Field Mice
all,0,NaN,-,-,
all,0,NaN,-,-,
all,13,0,-,-,"""We cannot be far from the road of yellow brick, now,"" remarked the"
all,14,0,-,-,"Scarecrow, as he stood beside the girl, ""for we have come nearly as far"
all,6,0,-,-,"as the river carried us away."""
all,0,NaN,-,-,
all,14,-0.26726124,-,growl,"The Tin Woodman was about to reply when he heard a low growl, and"
all,12,0.28867513,"worked, beautifully",strange,turning his head (which worked beautifully on hinges) he saw a strange
all,12,0,-,-,"beast come bounding over the grass toward them.  It was, indeed, a"
all,11,0.30151134,great,-,"great yellow Wildcat, and the Woodman thought it must be chasing"
all,14,-0.26726124,-,lying,"something, for its ears were lying close to its head and its mouth was"
all,13,-0.2773501,-,ugly,"wide open, showing two rows of ugly teeth, while its red eyes glowed"
all,14,0.26726124,like,-,like balls of fire.  As it came nearer the Tin Woodman saw that running
all,14,0,-,-,"before the beast was a little gray field mouse, and although he had no"
all,15,-0.51639778,-,"wrong, kill",heart he knew it was wrong for the Wildcat to try to kill such a
all,3,1.15470054,"pretty, harmless",-,"pretty, harmless creature."
all,0,NaN,-,-,
all,16,0,-,-,"So the Woodman raised his axe, and as the Wildcat ran by he gave it a"
all,14,0,clean,blow,"quick blow that cut the beast's head clean off from its body, and it"
all,8,0,-,-,rolled over at his feet in two pieces.
all,0,NaN,-,-,
all,13,0,freed,enemy,"The field mouse, now that it was freed from its enemy, stopped short;"
all,14,-0.32071349,-,"slowly, squeaky","and coming slowly up to the Woodman it said, in a squeaky little voice:"
all,0,NaN,-,-,
all,12,0.57735027,"thank, thank",-,"""Oh, thank you!  Thank you ever so much for saving my life."""
all,0,NaN,-,-,
all,14,-0.26726124,-,beg,"""Don't speak of it, I beg of you,"" replied the Woodman.  ""I have no"
all,15,0,-,-,"heart, you know, so I am careful to help all those who may need a"
all,10,0,-,-,"friend, even if it happens to be only a mouse."""
all,0,NaN,-,-,
all,12,-0.05773503,-,indignantly,"""Only a mouse!"" cried the little animal, indignantly.  ""Why, I am a"
all,8,0,-,-,"Queen--the Queen of all the Field Mice!"""
all,0,NaN,-,-,
all,8,0,-,-,"""Oh, indeed,"" said the Woodman, making a bow."
all,0,NaN,-,-,
all,14,1.01559272,"great, well, brave",-,"""Therefore you have done a great deed, as well as a brave one, in"
all,6,0,-,-,"saving my life,"" added the Queen."
all,0,NaN,-,-,
all,13,0.2773501,fast,-,At that moment several mice were seen running up as fast as their
all,12,0,-,-,"little legs could carry them, and when they saw their Queen they"
all,1,0,-,-,exclaimed:
all,0,NaN,-,-,
all,13,0,majesty,killed,"""Oh, your Majesty, we thought you would be killed!  How did you manage"
all,13,0.2773501,great,-,"to escape the great Wildcat?""  They all bowed so low to the little"
all,8,0,-,-,Queen that they almost stood upon their heads.
all,0,NaN,-,-,
all,12,-0.57735027,-,"funny, killed","""This funny tin man,"" she answered, ""killed the Wildcat and saved my"
all,12,0,-,-,"life.  So hereafter you must all serve him, and obey his slightest"
all,1,0,-,-,"wish."""
all,0,NaN,-,-,
all,13,-0.2773501,-,shrill,"""We will!"" cried all the mice, in a shrill chorus.  And then they"
all,12,0,-,-,"scampered in all directions, for Toto had awakened from his sleep, and"
all,14,0.26726124,delight,-,seeing all these mice around him he gave one bark of delight and jumped
all,13,0.5547002,"right, loved",-,right into the middle of the group.  Toto had always loved to chase
all,13,0.2773501,-,harm,"mice when he lived in Kansas, and he saw no harm in it."
all,0,NaN,-,-,
all,14,0,-,-,"But the Tin Woodman caught the dog in his arms and held him tight,"
all,13,0,-,-,"while he called to the mice, ""Come back!  Come back!  Toto shall not"
all,2,-0.70710678,-,hurt,"hurt you."""
all,0,NaN,-,-,
all,14,-0.26726124,-,stuck,At this the Queen of the Mice stuck her head out from underneath a
all,15,-0.25819889,-,timid,"clump of grass and asked, in a timid voice, ""Are you sure he will not"
all,2,0,-,-,"bite us?"""
all,0,NaN,-,-,
all,13,0.2773501,-,afraid,"""I will not let him,"" said the Woodman; ""so do not be afraid."""
all,0,NaN,-,-,
all,14,-0.26726124,-,creeping,"One by one the mice came creeping back, and Toto did not bark again,"
all,13,0,-,-,"although he tried to get out of the Woodman's arms, and would have"
all,15,-0.05163978,well,-,bitten him had he not known very well he was made of tin.  Finally one
all,5,0,-,-,of the biggest mice spoke.
all,0,NaN,-,-,
all,14,0,-,-,"""Is there anything we can do,"" it asked, ""to repay you for saving the"
all,4,0,-,-,"life of our Queen?"""
all,0,NaN,-,-,
all,12,0,-,-,"""Nothing that I know of,"" answered the Woodman; but the Scarecrow, who"
all,13,0,-,-,"had been trying to think, but could not because his head was stuffed"
all,12,0,-,-,"with straw, said, quickly, ""Oh, yes; you can save our friend, the"
all,9,-0.33333333,-,cowardly,"Cowardly Lion, who is asleep in the poppy bed."""
all,0,NaN,-,-,
all,13,0,-,-,"""A Lion!"" cried the little Queen.  ""Why, he would eat us all up."""
all,0,NaN,-,-,
all,10,-0.31622777,-,coward,"""Oh, no,"" declared the Scarecrow; ""this Lion is a coward."""
all,0,NaN,-,-,
all,4,0,-,-,"""Really?"" asked the Mouse."
all,0,NaN,-,-,
all,12,0.28867513,-,hurt,"""He says so himself,"" answered the Scarecrow, ""and he would never hurt"
all,15,0.25819889,promise,-,anyone who is our friend.  If you will help us to save him I promise
all,8,0.35355339,kindness,-,"that he shall treat you all with kindness."""
all,0,NaN,-,-,
all,13,0.77658027,"well, trust",-,"""Very well,"" said the Queen, ""we trust you.  But what shall we do?"""
all,0,NaN,-,-,
all,14,0.26726124,willing,-,"""Are there many of these mice which call you Queen and are willing to"
all,2,0,-,-,"obey you?"""
all,0,NaN,-,-,
all,7,0,-,-,"""Oh, yes; there are thousands,"" she replied."
all,0,NaN,-,-,
all,15,0,-,-,"""Then send for them all to come here as soon as possible, and let each"
all,7,0,-,-,"one bring a long piece of string."""
all,0,NaN,-,-,
all,15,0,-,-,The Queen turned to the mice that attended her and told them to go at
all,15,0,-,-,once and get all her people.  As soon as they heard her orders they ran
all,8,0.35355339,fast,-,away in every direction as fast as possible.
all,0,NaN,-,-,
all,13,0,-,-,"""Now,"" said the Scarecrow to the Tin Woodman, ""you must go to those"
all,13,0,-,-,"trees by the riverside and make a truck that will carry the Lion."""
all,0,NaN,-,-,
all,16,0.25,work,-,So the Woodman went at once to the trees and began to work; and he soon
all,15,0,-,-,"made a truck out of the limbs of trees, from which he chopped away all"
all,12,0,-,-,the leaves and branches.  He fastened it together with wooden pegs and
all,15,0.25819889,fast,-,made the four wheels out of short pieces of a big tree trunk.  So fast
all,16,0.5,"well, work",-,and so well did he work that by the time the mice began to arrive the
all,6,0.40824829,ready,-,truck was all ready for them.
all,0,NaN,-,-,
all,12,0,-,-,"They came from all directions, and there were thousands of them: big"
all,13,0,-,-,mice and little mice and middle-sized mice; and each one brought a
all,14,0,-,-,piece of string in his mouth.  It was about this time that Dorothy woke
all,13,0.49923018,astonished,-,from her long sleep and opened her eyes.  She was greatly astonished to
all,11,-0.30151134,-,lying,"find herself lying upon the grass, with thousands of mice standing"
all,12,-0.28867513,-,timidly,around and looking at her timidly.  But the Scarecrow told her about
all,10,0.06324555,dignified,-,"everything, and turning to the dignified little Mouse, he said:"
all,0,NaN,-,-,
all,10,0.31622777,majesty,-,"""Permit me to introduce to you her Majesty, the Queen."""
all,0,NaN,-,-,
all,12,-0.28867513,-,gravely,"Dorothy nodded gravely and the Queen made a curtsy, after which she"
all,7,0.68033605,friendly,-,became quite friendly with the little girl.
all,0,NaN,-,-,
all,13,0,-,-,The Scarecrow and the Woodman now began to fasten the mice to the
all,13,0,-,-,"truck, using the strings they had brought.  One end of a string was"
all,15,0,-,-,tied around the neck of each mouse and the other end to the truck.  Of
all,14,0,-,-,course the truck was a thousand times bigger than any of the mice who
all,14,0,-,-,"were to draw it; but when all the mice had been harnessed, they were"
all,13,0,-,-,able to pull it quite easily.  Even the Scarecrow and the Tin Woodman
all,14,-0.05345225,-,queer,"could sit on it, and were drawn swiftly by their queer little horses to"
all,7,0,-,-,the place where the Lion lay asleep.
all,0,NaN,-,-,
all,14,0.26726124,"great, work",hard,"After a great deal of hard work, for the Lion was heavy, they managed"
all,14,0,-,-,to get him up on the truck.  Then the Queen hurriedly gave her people
all,14,0,-,-,"the order to start, for she feared if the mice stayed among the poppies"
